UserID,EventID,TicketType,PurchaseDate
111,164,VIP,2024-01-31
132,164,Standard,2024-11-05
169,164,Standard,2024-04-23
55,165,Standard,2024-08-27
99,165,Standard,2024-09-21
18,165,Standard,2024-02-17
178,165,Standard,2024-06-04
43,165,Standard,2024-11-20
74,165,Standard,2024-01-17
112,166,Standard,2024-07-04
100,166,Standard,2024-03-20
121,166,Premium,2024-06-18
174,166,VIP,2024-03-11
32,166,VIP,2024-09-08
34,166,Standard,2024-11-17
12,167,Standard,2024-12-18
73,167,Standard,2024-01-18
50,167,Standard,2024-01-19
24,168,Premium,2024-02-17
74,168,VIP,2024-06-05
1,169,Standard,2024-10-20
115,169,Premium,2024-06-19
188,169,Standard,2024-09-10
48,169,Standard,2024-09-21
34,169,VIP,2024-12-15
168,169,Premium,2024-06-29
137,169,Premium,2024-07-19
172,169,Premium,2024-01-14
36,169,Standard,2024-01-22
104,169,Standard,2024-07-16
144,170,VIP,2024-04-14
60,170,Premium,2024-08-14
129,170,Premium,2024-08-23
29,170,Premium,2024-03-18
43,170,VIP,2024-12-17
168,170,Premium,2024-01-22
158,170,Standard,2024-02-16
3,170,VIP,2024-06-14
73,171,Premium,2024-05-05
42,171,VIP,2024-11-16
47,171,Premium,2024-05-09
79,171,VIP,2024-08-26
174,171,Premium,2024-07-25
3,171,Premium,2024-12-17
195,171,Premium,2024-08-05
76,171,VIP,2024-01-08
101,172,Premium,2024-02-07
82,172,VIP,2024-03-04
143,172,Standard,2024-11-06
163,173,VIP,2024-09-30
73,173,VIP,2024-03-12
84,173,VIP,2024-12-04
66,173,Premium,2024-03-09
17,173,Standard,2024-06-11
99,173,Standard,2024-07-29
177,173,VIP,2024-03-30
49,173,Standard,2024-04-02
50,173,VIP,2024-03-05
170,174,Premium,2024-12-01
165,174,Standard,2024-09-19
97,174,Premium,2024-11-20
60,174,Premium,2024-10-21
196,174,VIP,2024-05-12
55,174,VIP,2024-08-23
74,174,Standard,2024-04-15
180,174,Premium,2024-04-13
179,175,VIP,2024-07-31
129,175,Premium,2024-09-12
55,175,VIP,2024-02-24
54,175,VIP,2024-12-14
71,175,Premium,2024-02-03
103,175,Premium,2024-01-18
24,175,Standard,2024-06-18
16,175,Premium,2024-05-09
50,176,Standard,2024-07-08
69,176,VIP,2024-02-22
54,176,Premium,2024-10-06
48,176,Standard,2024-08-30
187,176,Premium,2024-01-19
32,176,Standard,2024-04-27
156,176,Premium,2024-11-16
95,177,Standard,2024-02-12
172,177,Premium,2024-12-28
164,177,Premium,2024-03-18
38,177,Premium,2024-09-24
138,178,VIP,2024-11-16
20,178,Premium,2024-05-06
188,178,VIP,2024-06-13
1,178,Standard,2024-10-21
68,178,Premium,2024-07-10
69,178,VIP,2024-03-04
84,178,Standard,2024-04-06
52,179,Premium,2024-11-08
98,179,Premium,2024-05-09
199,180,Standard,2024-08-03
127,180,Premium,2024-07-15
75,180,VIP,2024-05-05
38,180,Standard,2024-02-16
120,180,Standard,2024-10-03
130,180,VIP,2024-09-15
134,180,VIP,2024-06-05
180,180,Standard,2024-04-29
152,180,Premium,2024-07-11
200,181,Premium,2024-11-28
10,181,Premium,2024-09-24
89,181,Standard,2024-09-28
174,181,Premium,2024-08-02
183,181,Premium,2024-03-29
125,182,Premium,2024-10-07
35,182,Premium,2024-11-11
174,182,VIP,2024-10-08
42,182,Premium,2024-10-05
167,182,Premium,2024-08-28
70,182,Standard,2024-01-24
60,182,Premium,2024-12-09
59,182,Premium,2024-03-04
164,182,VIP,2024-09-25
91,182,VIP,2024-10-05
92,183,Premium,2024-08-14
8,183,Standard,2024-12-04
46,183,Standard,2024-06-16
158,183,VIP,2024-11-03
191,183,Premium,2024-11-26
29,183,Premium,2024-04-11
116,183,Standard,2024-09-10
35,183,Premium,2024-07-13
15,183,Premium,2024-09-27
108,183,Standard,2024-08-18
34,184,Standard,2024-02-29
48,185,Premium,2024-04-09
199,185,Standard,2024-12-06
139,185,VIP,2024-04-11
167,185,VIP,2024-12-09
17,185,Premium,2024-06-27
186,185,VIP,2024-10-15
27,185,Standard,2024-09-18
101,185,VIP,2024-04-11
172,185,VIP,2024-01-10
128,186,Premium,2024-10-23
66,186,VIP,2024-04-07
88,186,VIP,2024-08-06
6,186,VIP,2024-04-25
111,186,Premium,2024-05-29
161,187,Premium,2024-11-02
154,187,Premium,2024-04-02
173,187,Premium,2024-05-31
124,187,Premium,2024-09-27
17,187,Premium,2024-11-27
49,187,VIP,2024-02-10
58,188,Standard,2024-07-16
119,189,Standard,2024-05-13
28,189,Premium,2024-12-24
179,189,VIP,2024-12-30
181,189,VIP,2024-06-01
178,189,VIP,2024-09-18
57,189,Standard,2024-07-07
50,189,Premium,2024-05-06
180,190,Standard,2024-12-11
197,190,Standard,2024-07-20
157,190,VIP,2024-11-03
39,190,VIP,2024-04-30
106,190,Standard,2024-04-07
152,190,Premium,2024-03-01
132,191,VIP,2024-05-22
2,191,Standard,2024-09-17
84,191,Premium,2024-12-29
149,191,Premium,2024-04-24
164,191,Premium,2024-12-23
158,192,VIP,2024-03-22
5,193,Standard,2024-12-18
198,193,Premium,2024-12-25
188,193,Premium,2024-01-21
119,193,Standard,2024-06-26
69,193,Premium,2024-10-05
6,193,Standard,2024-01-13
147,193,VIP,2024-03-30
41,193,Standard,2024-09-22
84,193,Premium,2024-07-13
61,194,VIP,2024-05-23
17,194,Premium,2024-06-18
170,194,Standard,2024-01-03
125,194,Premium,2024-03-02
175,194,Standard,2024-10-27
21,194,Premium,2024-09-09
1,194,Standard,2024-04-02
157,195,VIP,2024-06-04
91,195,Premium,2024-11-20
138,195,Premium,2024-10-24
141,195,Standard,2024-11-22
16,195,Premium,2024-10-18
121,195,Premium,2024-10-06
34,195,Standard,2024-11-18
29,196,Standard,2024-04-10
81,196,Premium,2024-11-16
159,196,Premium,2024-06-22
150,196,Premium,2024-01-05
149,197,VIP,2024-12-19
142,197,Standard,2024-04-24
81,197,Premium,2024-02-07
117,197,Premium,2024-08-01
176,197,Premium,2024-11-29
90,197,Premium,2024-07-19
180,198,Standard,2024-01-13
49,198,VIP,2024-06-15
50,198,Standard,2024-07-24
8,198,Premium,2024-11-06
106,198,VIP,2024-03-03
18,198,Premium,2024-06-10
86,198,Premium,2024-07-02
96,198,Premium,2024-04-22
149,198,VIP,2024-06-30
138,199,VIP,2024-04-17
134,199,VIP,2024-06-16
45,199,VIP,2024-03-12
55,199,Standard,2024-07-07
108,199,Standard,2024-07-01
179,199,VIP,2024-02-16
99,199,VIP,2024-10-30
133,199,Standard,2024-11-03
181,199,Standard,2024-10-08
32,199,Premium,2024-07-23
121,200,VIP,2024-08-15
152,201,Standard,2024-03-18
52,201,Standard,2024-02-12
197,201,VIP,2024-07-28
84,201,Premium,2024-03-20
30,201,VIP,2024-02-05
34,201,Premium,2024-03-03
17,201,VIP,2024-04-23
114,201,VIP,2024-02-17
139,202,VIP,2024-10-06
104,202,VIP,2024-03-13
165,202,VIP,2024-12-25
152,202,Standard,2024-03-26
85,202,VIP,2024-11-15
159,203,Standard,2024-01-03
180,203,Standard,2024-09-16
117,203,Premium,2024-09-06
175,203,VIP,2024-10-16
89,203,Standard,2024-07-12
126,203,Standard,2024-01-20
72,204,Premium,2024-12-28
89,205,Standard,2024-01-03
186,205,Standard,2024-08-26
149,206,Standard,2024-07-02
96,206,Standard,2024-03-22
74,206,Standard,2024-11-26
48,206,VIP,2024-01-02
144,206,Standard,2024-09-21
10,206,Standard,2024-06-24
165,206,VIP,2024-08-07
178,206,Premium,2024-06-21
115,206,Standard,2024-04-11
58,206,Standard,2024-08-25
17,207,VIP,2024-11-09
5,207,Standard,2024-06-21
24,208,VIP,2024-03-02
52,209,Premium,2024-02-28
59,209,Premium,2024-08-14
198,209,Standard,2024-10-06
43,210,Premium,2024-12-21
140,210,VIP,2024-05-04
97,210,VIP,2024-08-06
184,210,Premium,2024-02-09
128,210,Standard,2024-05-17
33,210,VIP,2024-04-15
107,210,VIP,2024-11-27
124,211,VIP,2024-01-18
105,211,Standard,2024-09-26
15,211,Premium,2024-12-11
118,211,Premium,2024-11-26
131,211,Premium,2024-02-27
64,211,VIP,2024-07-16
59,211,VIP,2024-05-12
167,211,VIP,2024-07-04
69,212,Standard,2024-03-16
115,213,Premium,2024-03-09
10,213,VIP,2024-08-22
68,213,Standard,2024-07-03
31,213,VIP,2024-07-18
150,213,Premium,2024-06-17
66,214,Premium,2024-01-16
44,215,Premium,2024-05-12
87,215,Premium,2024-11-03
97,215,Standard,2024-12-28
17,215,Standard,2024-03-17
5,216,Standard,2024-01-26
124,216,VIP,2024-03-10
129,216,Standard,2024-08-09
30,216,Standard,2024-07-26
4,216,Standard,2024-02-13
99,216,Standard,2024-11-25
165,216,Standard,2024-02-03
45,217,VIP,2024-11-14
126,217,Standard,2024-02-21
25,217,Standard,2024-05-30
12,217,Standard,2024-07-31
188,217,Premium,2024-07-11
49,217,Standard,2024-05-31
57,217,Premium,2024-08-06
150,217,Premium,2024-04-26
189,218,VIP,2024-04-15
70,218,VIP,2024-10-20
21,218,Premium,2024-09-25
109,218,Standard,2024-12-03
167,218,Standard,2024-10-11
153,218,VIP,2024-03-15
24,218,Standard,2024-04-06
81,218,Standard,2024-08-18
42,218,VIP,2024-01-05
18,219,Premium,2024-06-11
41,219,VIP,2024-05-31
76,219,Standard,2024-11-17
7,219,Standard,2024-07-09
52,219,Premium,2024-12-17
