TicketID,EventID,AttendeeID,PurchaseDate,Price
6570,318,8418,2024-04-07,139
6571,561,5004,2024-06-03,53
6572,489,2855,2024-03-25,90
6573,611,7378,2024-01-30,185
6574,192,5827,2024-07-04,153
6575,132,53,2024-08-16,167
6576,243,9736,2024-08-08,176
6577,853,9828,2024-07-11,149
6578,405,623,2024-06-29,133
6579,807,1825,2024-07-06,163
6580,100,3813,2024-05-22,22
6581,924,9118,2024-08-07,66
6582,10,1925,2024-05-17,78
6583,723,6929,2024-06-15,132
6584,711,486,2024-02-09,156
6585,519,2796,2024-07-17,101
6586,192,2230,2024-05-31,189
6587,392,8265,2024-01-09,51
6588,312,8324,2024-07-31,37
6589,932,2598,2024-05-26,106
6590,695,9455,2024-03-29,36
6591,710,4197,2024-02-25,11
6592,342,6273,2024-08-21,167
6593,808,8505,2024-05-24,82
6594,835,3662,2024-06-03,191
6595,116,7103,2024-04-20,95
6596,568,1840,2024-05-10,141
6597,222,7392,2024-08-27,167
6598,85,6704,2024-05-31,186
6599,918,7193,2024-09-13,122
6600,99,7946,2024-03-16,102
6601,276,4707,2024-08-29,53
6602,989,9210,2024-03-28,162
6603,345,4480,2024-08-30,107
6604,507,2721,2024-02-07,198
6605,370,6245,2024-05-31,184
6606,876,6456,2024-01-19,114
6607,362,6169,2024-04-21,69
6608,306,5820,2024-01-26,132
6609,16,4753,2024-07-10,119
6610,99,4896,2024-03-15,70
6611,268,8125,2024-02-02,23
6612,128,8697,2024-05-20,47
6613,525,1628,2024-07-15,42
6614,411,2063,2024-07-16,171
6615,437,8929,2024-07-29,105
6616,182,1572,2024-04-15,192
6617,712,1465,2024-05-24,45
6618,699,7867,2024-06-13,39
6619,158,4218,2024-08-16,54
6620,561,8512,2024-06-28,84
6621,243,3972,2024-06-24,66
6622,506,1625,2024-03-18,187
6623,93,6970,2024-03-07,85
6624,319,67,2024-03-29,56
6625,193,4534,2024-07-15,157
6626,146,230,2024-04-16,89
6627,982,6602,2024-02-05,85
6628,418,5880,2024-03-18,197
6629,500,5542,2024-03-26,108
6630,620,3327,2024-06-12,52
6631,482,1887,2024-02-16,166
6632,607,8568,2024-05-07,53
6633,42,2638,2024-06-20,101
6634,590,7057,2024-06-13,185
6635,299,4400,2024-01-14,122
6636,261,3725,2024-01-24,106
6637,51,9476,2024-01-21,46
6638,773,8150,2024-04-14,75
6639,863,7959,2024-03-03,146
6640,43,1080,2024-07-14,189
6641,496,133,2024-03-14,189
6642,857,3118,2024-06-06,181
6643,725,2133,2024-07-03,162
6644,825,7548,2024-03-28,31
6645,871,9481,2024-03-14,148
6646,499,6552,2024-01-19,146
6647,40,550,2024-09-06,102
6648,313,5431,2024-08-12,185
6649,618,9755,2024-03-03,147
6650,372,5746,2024-07-18,131
6651,744,508,2024-02-08,39
6652,805,3497,2024-01-23,160
6653,758,204,2024-04-04,186
6654,842,6101,2024-02-26,138
6655,594,2689,2024-02-01,96
6656,364,5686,2024-05-12,79
6657,141,3225,2024-05-04,24
6658,17,8500,2024-06-25,78
6659,505,736,2024-02-19,139
6660,30,5744,2024-03-13,181
6661,560,6099,2024-03-21,74
6662,524,3467,2024-03-19,27
6663,97,8696,2024-03-27,166
6664,567,8150,2024-04-10,109
6665,350,297,2024-09-11,130
6666,491,9140,2024-02-20,40
6667,485,6068,2024-08-07,110
6668,383,7107,2024-05-28,163
6669,166,6480,2024-02-28,41
6670,721,8302,2024-01-31,73
6671,166,5769,2024-02-20,138
6672,824,9647,2024-01-09,47
6673,730,4330,2024-05-22,143
6674,64,6182,2024-05-25,34
6675,195,4596,2024-06-22,79
6676,595,6555,2024-02-13,123
6677,611,5060,2024-07-11,48
6678,5,2949,2024-04-14,161
6679,35,2273,2024-01-06,35
6680,507,1084,2024-02-23,137
6681,946,1082,2024-03-14,81
6682,491,3319,2024-04-28,138
6683,436,9656,2024-08-26,149
6684,150,7612,2024-04-03,101
6685,730,9721,2024-07-10,188
6686,692,9347,2024-06-26,55
6687,32,5359,2024-01-20,151
6688,106,7570,2024-08-31,185
6689,606,4297,2024-07-23,53
6690,496,1353,2024-02-24,152
6691,708,1493,2024-02-21,61
6692,590,5163,2024-05-17,44
6693,291,3281,2024-01-26,93
6694,483,3806,2024-03-11,121
6695,978,8731,2024-01-01,65
6696,139,6865,2024-02-19,73
6697,462,5267,2024-09-10,93
6698,821,6423,2024-01-16,24
6699,525,1273,2024-05-09,153
6700,565,3444,2024-06-30,139
6701,399,5408,2024-04-07,15
6702,15,5737,2024-06-15,108
6703,953,9843,2024-06-23,84
6704,469,8548,2024-05-17,144
6705,950,6604,2024-04-06,100
6706,882,8914,2024-04-30,176
6707,416,6122,2024-03-15,131
6708,242,1647,2024-01-17,164
6709,621,3149,2024-01-03,107
6710,592,4064,2024-05-19,136
6711,180,6148,2024-04-27,110
6712,918,4389,2024-07-22,125
6713,3,6261,2024-04-08,138
6714,751,151,2024-04-13,131
6715,503,3343,2024-07-16,117
6716,170,4973,2024-06-10,69
6717,511,8265,2024-05-04,169
6718,542,1696,2024-03-27,109
6719,402,9316,2024-08-30,117
6720,727,7303,2024-04-12,156
6721,561,9265,2024-04-27,132
6722,146,8982,2024-06-12,130
6723,221,4355,2024-05-04,95
6724,888,6162,2024-03-28,70
6725,710,5227,2024-09-16,90
6726,391,6960,2024-05-07,142
6727,148,81,2024-05-14,131
6728,862,8955,2024-09-11,188
6729,177,8230,2024-07-19,99
6730,433,1481,2024-02-16,62
6731,653,6373,2024-08-30,170
6732,795,828,2024-05-31,108
6733,879,76,2024-03-20,155
6734,261,8305,2024-05-17,26
6735,822,4468,2024-07-20,71
6736,557,8108,2024-02-20,40
6737,43,510,2024-08-13,160
6738,820,7406,2024-03-28,79
6739,804,9670,2024-03-18,189
6740,647,2970,2024-02-02,95
6741,297,5663,2024-08-07,73
6742,702,8178,2024-01-05,153
6743,246,727,2024-08-30,199
6744,710,1240,2024-01-02,175
6745,501,6008,2024-04-14,150
6746,368,1805,2024-09-01,101
6747,481,1706,2024-01-20,25
6748,667,170,2024-02-27,63
6749,37,5998,2024-06-27,40
6750,527,5179,2024-03-07,102
6751,979,8703,2024-06-06,64
6752,552,9911,2024-06-13,56
6753,91,3549,2024-08-18,59
6754,397,5907,2024-03-26,173
6755,50,2625,2024-01-10,88
6756,581,6954,2024-09-02,142
6757,922,6397,2024-05-22,41
6758,3,2031,2024-08-04,159
6759,739,6038,2024-09-05,31
6760,360,5790,2024-07-15,24
6761,458,8569,2024-05-25,136
6762,663,2720,2024-06-23,94
6763,378,9108,2024-03-23,150
6764,105,4874,2024-07-29,92
6765,719,9462,2024-07-20,70
6766,728,4404,2024-01-02,83
6767,179,4298,2024-03-09,139
6768,126,8043,2024-05-11,171
6769,947,2612,2024-02-01,132
6770,334,633,2024-03-31,158
6771,430,893,2024-05-10,76
6772,855,9685,2024-08-29,41
6773,62,523,2024-09-03,187
6774,804,8841,2024-08-09,117
6775,153,5675,2024-02-29,122
6776,820,2702,2024-08-31,157
6777,427,5282,2024-01-03,118
6778,39,562,2024-04-15,39
6779,79,6383,2024-03-03,188
6780,115,7893,2024-07-29,67
6781,501,2949,2024-02-05,40
6782,177,6487,2024-04-05,113
6783,226,8103,2024-04-19,124
6784,258,6537,2024-03-11,144
6785,700,9202,2024-08-31,148
6786,15,1737,2024-08-30,31
6787,741,1017,2024-02-20,76
6788,865,857,2024-01-24,107
6789,624,4918,2024-09-04,155
6790,493,8904,2024-01-26,110
6791,626,8583,2024-02-04,60
6792,288,3387,2024-05-22,54
6793,730,3850,2024-01-24,142
6794,171,2006,2024-03-31,15
6795,708,419,2024-07-12,32
6796,147,6783,2024-07-30,22
6797,694,2057,2024-08-05,100
6798,45,4107,2024-09-15,98
6799,805,8859,2024-08-09,93
6800,644,5244,2024-06-07,91
6801,290,6484,2024-07-11,132
6802,587,4662,2024-08-02,13
6803,500,3796,2024-07-30,108
6804,248,6441,2024-08-12,14
6805,574,3368,2024-04-30,75
6806,106,5894,2024-06-06,51
6807,208,983,2024-01-06,84
6808,251,317,2024-07-16,169
6809,857,5919,2024-07-19,116
6810,644,2644,2024-06-16,57
6811,325,2623,2024-07-28,119
6812,928,1327,2024-02-13,187
6813,403,4301,2024-03-12,189
6814,534,5029,2024-04-29,132
6815,65,4786,2024-08-25,117
6816,735,9057,2024-01-25,97
6817,905,3038,2024-09-17,38
6818,242,5296,2024-08-12,167
6819,40,3368,2024-08-19,187
6820,71,6942,2024-06-07,134
6821,459,7424,2024-01-29,56
6822,56,8788,2024-08-25,47
6823,201,8401,2024-07-09,96
6824,174,7227,2024-06-17,91
6825,702,9456,2024-09-19,24
6826,956,3114,2024-06-05,175
6827,545,9078,2024-04-24,189
6828,208,8027,2024-04-24,59
6829,212,8295,2024-03-11,57
6830,672,2133,2024-09-16,112
6831,89,9462,2024-08-15,103
6832,898,8360,2024-02-07,23
6833,830,9353,2024-06-09,21
6834,85,4470,2024-01-06,76
6835,120,5651,2024-05-04,160
6836,128,1721,2024-01-30,46
6837,106,6074,2024-02-05,192
6838,398,267,2024-03-13,41
6839,124,2609,2024-08-11,132
6840,655,2985,2024-02-27,138
6841,830,4918,2024-07-08,51
6842,100,6001,2024-01-11,73
6843,272,3505,2024-05-13,191
6844,122,1379,2024-07-15,33
6845,489,9868,2024-01-27,67
6846,984,596,2024-03-09,169
6847,87,6169,2024-04-24,25
6848,847,1993,2024-04-09,132
6849,480,3812,2024-03-23,195
6850,396,125,2024-04-19,26
6851,629,9047,2024-01-27,128
6852,622,6876,2024-04-18,160
6853,296,359,2024-07-22,171
6854,610,6873,2024-07-21,53
6855,516,9066,2024-02-17,132
6856,666,5739,2024-08-16,33
6857,769,6437,2024-02-07,92
6858,993,8970,2024-05-09,119
6859,769,481,2024-08-29,46
6860,411,3641,2024-08-27,72
6861,893,9093,2024-06-01,82
6862,364,4369,2024-01-26,39
6863,817,6153,2024-02-12,95
6864,680,1158,2024-09-16,165
6865,942,2002,2024-02-16,95
6866,661,9876,2024-05-14,177
6867,320,6858,2024-02-08,167
6868,103,4328,2024-06-26,56
6869,616,5823,2024-08-05,199
6870,875,4309,2024-06-07,27
6871,583,5304,2024-06-17,95
6872,436,7966,2024-06-16,94
6873,423,5344,2024-04-25,25
6874,226,5268,2024-03-28,198
6875,921,5093,2024-09-11,87
6876,263,7562,2024-07-22,88
6877,875,7693,2024-06-20,156
6878,466,8140,2024-06-09,81
6879,250,3335,2024-01-30,51
6880,316,5390,2024-03-25,55
6881,763,5345,2024-09-08,41
6882,922,3067,2024-06-16,191
6883,238,408,2024-06-08,26
6884,844,7809,2024-04-09,137
6885,223,7504,2024-06-13,91
6886,151,2555,2024-03-17,88
6887,85,4509,2024-09-06,137
6888,239,1574,2024-08-18,177
6889,726,8802,2024-05-01,67
6890,959,4093,2024-07-12,16
6891,501,3532,2024-07-11,76
6892,754,5966,2024-08-20,117
6893,548,4169,2024-05-06,122
6894,370,3675,2024-03-11,23
6895,924,1746,2024-07-12,56
6896,78,5219,2024-03-03,86
6897,750,8197,2024-05-08,196
6898,921,3772,2024-02-15,192
6899,194,6560,2024-01-25,84
6900,178,1932,2024-03-20,84
6901,885,9928,2024-01-31,136
6902,180,5334,2024-02-24,184
6903,119,4019,2024-04-04,131
6904,108,5555,2024-02-19,51
6905,216,2531,2024-03-16,131
6906,147,5220,2024-06-04,53
6907,524,5657,2024-02-14,114
6908,702,5801,2024-04-27,93
6909,102,5745,2024-08-24,179
6910,130,3724,2024-04-21,176
6911,936,8998,2024-06-18,98
6912,264,9480,2024-03-04,189
6913,208,9054,2024-05-04,184
6914,488,6250,2024-02-03,158
6915,973,227,2024-07-12,136
6916,629,3691,2024-03-11,139
6917,830,7449,2024-02-05,25
6918,168,388,2024-04-30,77
6919,1000,6293,2024-07-07,160
6920,758,1621,2024-04-11,71
6921,239,9440,2024-08-02,63
6922,959,9561,2024-05-03,143
6923,414,2483,2024-07-10,31
6924,355,1254,2024-02-15,160
6925,778,6472,2024-07-01,53
6926,889,5242,2024-04-08,178
6927,459,8333,2024-05-16,165
6928,461,8958,2024-06-28,135
6929,128,2486,2024-08-14,45
6930,243,7205,2024-01-09,66
6931,984,5499,2024-06-02,162
6932,623,2009,2024-09-08,113
6933,10,7811,2024-09-10,196
6934,109,9967,2024-07-15,181
6935,760,5448,2024-05-10,13
6936,412,1208,2024-05-31,121
6937,278,6421,2024-08-11,64
6938,565,8625,2024-03-21,155
6939,315,1701,2024-06-30,120
6940,392,8897,2024-05-03,55
6941,455,80,2024-05-26,47
6942,864,8640,2024-06-10,125
6943,99,4867,2024-07-26,123
6944,739,6876,2024-09-12,175
6945,924,3099,2024-04-23,154
6946,10,8786,2024-08-20,116
6947,923,6786,2024-08-29,33
6948,179,4983,2024-04-11,46
6949,307,4560,2024-05-27,156
6950,278,4802,2024-06-21,48
6951,487,5745,2024-07-26,38
6952,497,3411,2024-01-27,112
6953,943,4091,2024-09-13,80
6954,71,1573,2024-06-10,114
6955,136,5530,2024-03-11,158
6956,869,1907,2024-02-26,110
6957,492,4477,2024-01-16,22
6958,852,6622,2024-02-07,158
6959,878,1150,2024-08-07,73
6960,38,6854,2024-04-27,105
6961,642,8240,2024-01-25,83
6962,145,102,2024-04-22,144
6963,604,3836,2024-03-10,138
6964,966,7516,2024-03-05,178
6965,759,2157,2024-04-07,161
6966,368,2463,2024-05-06,25
6967,241,1165,2024-08-27,30
6968,667,201,2024-01-12,188
6969,912,6230,2024-04-13,18
6970,741,1911,2024-09-09,146
6971,167,9116,2024-03-14,153
6972,139,7890,2024-09-09,167
6973,127,257,2024-07-07,78
6974,795,3833,2024-05-29,113
6975,949,1270,2024-05-14,41
6976,316,5992,2024-03-18,75
6977,367,8402,2024-07-19,188
6978,40,3427,2024-09-07,72
6979,363,1333,2024-02-05,102
6980,919,1455,2024-08-13,108
6981,650,7101,2024-05-10,34
6982,737,1666,2024-07-10,41
6983,842,7577,2024-01-25,192
6984,758,2142,2024-03-12,12
6985,653,2502,2024-03-03,131
6986,58,5274,2024-02-11,118
6987,865,1769,2024-04-04,28
6988,840,7175,2024-06-27,81
6989,927,209,2024-02-03,110
6990,590,1633,2024-08-27,128
6991,273,8715,2024-08-09,166
6992,661,1939,2024-01-11,136
6993,552,5326,2024-01-03,178
6994,371,7176,2024-07-04,31
6995,161,460,2024-01-05,26
6996,259,9153,2024-07-19,22
6997,583,3258,2024-06-22,99
6998,549,3772,2024-03-25,175
6999,530,6622,2024-09-19,89
7000,723,3108,2024-01-30,150
7001,398,2105,2024-01-05,165
7002,703,8356,2024-06-27,130
7003,367,6347,2024-04-23,160
7004,66,1287,2024-07-06,119
7005,833,5995,2024-02-15,50
7006,292,9291,2024-04-01,156
7007,220,5620,2024-04-22,138
7008,757,8747,2024-09-01,91
7009,930,9035,2024-06-09,158
7010,504,6952,2024-05-19,104
7011,957,7837,2024-04-22,27
7012,535,5936,2024-01-08,56
7013,571,4989,2024-03-13,169
7014,814,5746,2024-01-11,190
7015,5,8100,2024-01-07,84
7016,427,6774,2024-04-27,33
7017,463,3969,2024-02-08,13
7018,593,6387,2024-06-01,97
7019,706,3979,2024-05-04,24
7020,470,8701,2024-08-28,169
7021,447,2476,2024-02-05,51
7022,546,3900,2024-06-27,130
7023,659,8412,2024-01-20,63
7024,232,3678,2024-02-27,169
7025,143,1951,2024-08-07,134
7026,209,2325,2024-04-23,189
7027,932,4879,2024-01-02,64
7028,126,8841,2024-07-12,32
7029,883,7231,2024-04-02,63
7030,464,5799,2024-02-17,163
7031,396,7844,2024-02-26,40
7032,242,6144,2024-03-23,136
7033,853,1374,2024-05-04,194
7034,158,5946,2024-05-25,136
7035,591,5173,2024-06-26,58
7036,68,5150,2024-01-15,181
7037,882,7560,2024-06-04,39
7038,471,4267,2024-09-18,75
7039,315,9608,2024-06-17,89
7040,715,2454,2024-01-03,98
7041,884,8143,2024-08-05,117
7042,78,5687,2024-04-19,140
7043,53,7022,2024-06-29,110
7044,924,9971,2024-06-13,161
7045,771,5570,2024-01-21,53
7046,705,7753,2024-04-12,78
7047,422,9339,2024-07-24,74
7048,767,8000,2024-05-12,163
7049,732,51,2024-05-04,27
7050,68,9678,2024-01-20,179
7051,992,4982,2024-04-12,81
7052,495,2683,2024-02-23,188
7053,832,5439,2024-05-03,190
7054,900,3057,2024-04-03,116
7055,478,5277,2024-06-15,22
7056,543,4692,2024-06-27,41
7057,801,3216,2024-07-15,26
7058,787,9007,2024-04-10,134
7059,801,4323,2024-02-12,163
7060,963,4175,2024-07-24,179
7061,398,4485,2024-05-17,95
7062,515,528,2024-08-03,108
7063,749,1171,2024-09-16,136
7064,921,518,2024-06-20,191
7065,198,4963,2024-04-14,164
7066,727,3584,2024-03-31,84
7067,923,467,2024-09-04,90
7068,580,3058,2024-02-01,26
7069,377,8303,2024-08-06,107
7070,153,5942,2024-01-05,140
7071,543,1480,2024-01-11,121
7072,828,6730,2024-08-21,34
7073,251,6668,2024-03-28,135
7074,753,3359,2024-04-27,199
7075,78,2760,2024-05-18,70
7076,976,5424,2024-07-28,27
7077,647,2213,2024-05-04,36
7078,932,4334,2024-04-22,147
7079,964,5856,2024-07-01,46
7080,561,1910,2024-02-25,166
7081,24,2330,2024-06-28,64
7082,673,9611,2024-09-13,13
7083,761,9474,2024-02-13,94
7084,710,5136,2024-07-18,135
7085,720,4229,2024-05-20,118
7086,277,2976,2024-04-19,188
7087,598,5343,2024-04-24,130
7088,799,1399,2024-03-10,96
7089,998,993,2024-03-26,142
7090,401,4767,2024-07-05,134
7091,958,7388,2024-06-07,127
7092,796,7988,2024-01-22,160
7093,833,2978,2024-03-17,91
7094,455,4420,2024-04-25,108
7095,758,2677,2024-06-19,11
7096,880,6421,2024-05-11,179
7097,698,8469,2024-02-17,155
7098,459,4877,2024-04-19,55
7099,367,7921,2024-08-11,165
7100,917,604,2024-03-22,137
7101,431,4598,2024-09-01,151
7102,728,8215,2024-01-31,159
7103,786,3808,2024-06-26,137
7104,820,4230,2024-05-09,51
7105,87,3427,2024-03-19,53
7106,743,2967,2024-04-03,122
7107,7,8103,2024-06-04,114
7108,378,2655,2024-07-27,157
7109,871,8722,2024-02-03,132
7110,423,7503,2024-04-22,31
7111,787,2616,2024-07-22,109
7112,564,1996,2024-03-29,45
7113,389,1691,2024-02-07,162
7114,569,452,2024-07-27,176
7115,268,3050,2024-04-24,13
7116,37,691,2024-04-07,47
7117,389,2101,2024-04-23,115
7118,90,8554,2024-02-01,146
7119,931,9712,2024-01-14,66
7120,140,1392,2024-08-16,148
7121,714,7277,2024-07-04,27
7122,799,1625,2024-03-03,99
7123,458,1989,2024-03-01,76
7124,436,2730,2024-01-20,51
7125,91,8241,2024-05-02,21
7126,841,5460,2024-09-14,110
7127,717,3782,2024-04-22,13
7128,856,7705,2024-08-29,173
7129,392,7526,2024-03-29,162
7130,403,3085,2024-09-11,157
7131,350,4555,2024-08-09,95
7132,528,739,2024-01-11,121
7133,75,6385,2024-02-28,155
7134,277,7609,2024-08-31,70
7135,545,5948,2024-04-02,33
7136,34,404,2024-08-28,147
7137,526,6680,2024-04-11,160
7138,516,4110,2024-08-28,111
7139,882,8888,2024-07-29,173
7140,783,8926,2024-07-25,147
7141,611,7606,2024-02-04,22
7142,629,2239,2024-08-31,68
7143,765,3321,2024-02-08,56
7144,225,9593,2024-09-03,67
7145,959,9812,2024-04-10,146
7146,174,1134,2024-02-29,39
7147,643,3935,2024-01-31,14
7148,887,3003,2024-06-20,20
7149,710,6690,2024-08-27,55
7150,500,8508,2024-04-18,158
7151,17,7515,2024-06-18,186
7152,909,5068,2024-08-20,125
7153,177,8546,2024-05-29,188
7154,511,1459,2024-08-28,146
7155,65,6820,2024-04-29,39
7156,337,1637,2024-04-13,161
7157,60,3140,2024-07-31,176
7158,474,957,2024-09-05,136
7159,469,3799,2024-08-05,18
7160,903,3567,2024-09-04,197
7161,315,6686,2024-03-16,27
7162,964,3481,2024-04-27,162
7163,110,5657,2024-09-18,165
7164,110,7988,2024-04-03,38
7165,754,4258,2024-06-08,189
7166,972,4806,2024-06-22,119
7167,539,7176,2024-01-10,185
7168,12,6430,2024-05-04,147
7169,964,5119,2024-08-13,96
7170,577,2300,2024-03-01,179
7171,278,3059,2024-05-22,134
7172,634,24,2024-02-19,149
7173,860,7347,2024-03-13,180
7174,684,4283,2024-08-19,75
7175,863,5387,2024-08-22,66
7176,595,8474,2024-08-16,31
7177,331,7509,2024-07-21,166
7178,845,6407,2024-07-25,165
7179,223,3958,2024-04-24,117
7180,365,9815,2024-05-20,117
7181,799,5039,2024-05-15,110
7182,720,2928,2024-02-01,155
7183,316,7916,2024-08-07,55
7184,249,9604,2024-08-19,179
7185,266,4758,2024-01-05,10
7186,72,6998,2024-03-11,155
7187,456,6500,2024-04-27,102
7188,918,2032,2024-06-14,98
7189,743,4226,2024-04-28,121
7190,647,5892,2024-06-19,199
7191,730,7996,2024-09-01,165
7192,348,2824,2024-08-15,116
7193,328,2294,2024-01-11,83
7194,121,8148,2024-04-01,153
7195,273,4072,2024-05-28,73
7196,3,9831,2024-09-06,61
7197,212,7979,2024-08-20,197
7198,114,2435,2024-07-12,110
7199,633,6561,2024-07-20,108
7200,673,4672,2024-01-13,121
7201,576,6254,2024-08-06,30
7202,772,9939,2024-02-22,149
7203,381,681,2024-03-19,142
7204,1000,2231,2024-04-04,90
7205,837,218,2024-01-30,20
7206,856,2668,2024-06-11,44
7207,722,7608,2024-01-05,46
7208,283,6619,2024-08-25,97
7209,280,8311,2024-09-12,38
7210,611,4105,2024-04-16,134
7211,659,2070,2024-07-09,124
7212,20,6021,2024-06-08,27
7213,283,252,2024-04-05,177
7214,285,5923,2024-03-23,43
7215,891,2782,2024-08-15,150
7216,842,9695,2024-09-08,67
7217,163,3449,2024-02-19,74
7218,215,2731,2024-07-28,154
7219,900,9059,2024-08-18,118
7220,797,5441,2024-05-21,69
7221,420,9228,2024-06-27,53
7222,889,1383,2024-04-17,74
7223,147,6225,2024-01-30,43
7224,337,9934,2024-08-26,189
7225,856,6197,2024-06-29,139
7226,559,2666,2024-06-27,113
7227,509,6190,2024-09-13,131
7228,966,185,2024-01-11,158
7229,420,6231,2024-07-06,32
7230,284,6292,2024-06-29,32
7231,69,9451,2024-04-08,27
7232,202,888,2024-02-17,115
7233,44,9408,2024-02-04,32
7234,470,154,2024-06-15,175
7235,159,5887,2024-08-25,131
7236,172,4904,2024-02-08,39
7237,175,2295,2024-08-18,188
7238,344,5493,2024-06-09,134
7239,741,3867,2024-02-26,164
7240,191,1466,2024-01-14,167
7241,31,513,2024-01-24,97
7242,973,4128,2024-03-20,110
7243,375,7942,2024-04-16,70
7244,369,5464,2024-07-21,152
7245,852,4128,2024-06-07,137
7246,145,8763,2024-04-05,149
7247,65,6623,2024-04-19,26
7248,662,1201,2024-02-04,14
7249,20,4258,2024-08-27,101
7250,891,3233,2024-05-31,26
7251,653,5516,2024-09-17,65
7252,1,5874,2024-06-13,106
7253,482,4069,2024-06-16,71
7254,341,3649,2024-08-28,66
7255,147,2792,2024-04-19,32
7256,358,8071,2024-08-11,76
7257,687,1057,2024-03-07,46
7258,449,6824,2024-03-22,13
7259,873,3431,2024-09-04,191
7260,637,6255,2024-08-07,149
7261,634,5016,2024-08-23,90
7262,924,1051,2024-08-05,197
7263,323,8574,2024-02-26,134
7264,495,59,2024-03-15,189
7265,294,436,2024-04-11,94
7266,763,9450,2024-05-18,79
7267,738,7199,2024-09-04,191
7268,322,4349,2024-09-04,70
7269,762,9289,2024-06-17,81
7270,524,6651,2024-09-07,156
7271,715,6843,2024-03-28,106
7272,651,5934,2024-04-12,77
7273,718,4234,2024-03-15,89
7274,377,7821,2024-07-17,102
7275,580,6345,2024-08-26,177
7276,863,5589,2024-06-25,162
7277,809,9481,2024-02-28,105
7278,461,6719,2024-03-02,27
7279,396,3748,2024-05-26,92
7280,329,4958,2024-06-17,181
7281,645,2501,2024-05-23,21
7282,498,4114,2024-09-19,83
7283,76,9968,2024-08-15,158
7284,59,1252,2024-08-04,140
7285,405,4672,2024-05-12,80
7286,981,5625,2024-02-10,48
7287,477,1478,2024-02-08,55
7288,286,1672,2024-08-20,187
7289,766,732,2024-08-08,165
7290,922,8830,2024-02-07,167
7291,168,131,2024-09-05,63
7292,98,960,2024-02-18,61
7293,788,6360,2024-03-22,151
7294,420,6354,2024-09-03,89
7295,873,759,2024-04-16,67
7296,965,2336,2024-05-16,106
7297,656,4109,2024-07-02,193
7298,241,4544,2024-08-19,102
7299,620,806,2024-04-07,31
7300,973,551,2024-04-16,131
7301,55,1347,2024-05-29,195
7302,450,4743,2024-09-18,193
7303,19,5320,2024-07-05,99
7304,196,4259,2024-01-11,138
7305,298,2562,2024-08-21,116
7306,462,2173,2024-02-06,58
7307,104,3021,2024-08-18,114
7308,63,4206,2024-08-21,184
7309,197,9173,2024-02-18,79
7310,445,2627,2024-05-21,32
7311,696,8697,2024-03-15,73
7312,910,890,2024-08-13,157
7313,306,6528,2024-01-29,47
7314,179,7024,2024-01-05,71
7315,737,2134,2024-08-28,127
7316,762,7271,2024-04-12,128
7317,445,3488,2024-08-19,94
7318,815,5694,2024-08-22,139
7319,963,2713,2024-01-08,45
7320,502,9857,2024-09-07,56
7321,444,5492,2024-01-13,60
7322,426,228,2024-06-08,184
7323,288,9178,2024-06-24,58
7324,716,1008,2024-03-06,43
7325,767,9974,2024-09-08,52
7326,291,7596,2024-07-26,97
7327,478,1442,2024-02-04,142
7328,581,6214,2024-07-18,106
7329,727,6364,2024-04-25,101
7330,727,530,2024-07-27,118
7331,337,5838,2024-03-17,69
7332,14,7779,2024-09-16,84
7333,442,75,2024-05-03,180
7334,404,7932,2024-06-28,144
7335,273,8002,2024-09-09,166
7336,724,3735,2024-08-10,50
7337,466,3241,2024-04-23,71
7338,817,9884,2024-01-07,93
7339,69,2133,2024-05-22,75
7340,766,3658,2024-07-06,69
7341,729,4394,2024-06-29,122
7342,999,4446,2024-08-12,80
7343,278,146,2024-01-16,147
7344,361,1745,2024-08-10,126
7345,348,3629,2024-07-18,153
7346,414,9088,2024-01-14,45
7347,992,9143,2024-04-04,72
7348,44,7588,2024-05-25,169
7349,369,1068,2024-02-19,59
7350,902,5287,2024-01-20,39
7351,964,3191,2024-02-03,106
7352,388,3564,2024-08-30,75
7353,315,507,2024-08-29,70
7354,434,3220,2024-07-08,135
7355,272,2806,2024-06-02,90
7356,59,1465,2024-04-19,24
7357,767,8424,2024-06-09,90
7358,618,7414,2024-03-30,36
7359,882,7141,2024-01-08,188
7360,384,6410,2024-05-19,54
7361,647,3335,2024-04-14,158
7362,560,918,2024-05-10,51
7363,735,8253,2024-02-24,96
7364,450,5393,2024-06-29,191
7365,867,4961,2024-05-28,90
7366,940,9366,2024-03-27,145
7367,653,5717,2024-03-01,85
7368,327,9744,2024-04-25,85
7369,67,4028,2024-02-18,192
7370,170,2489,2024-08-26,43
7371,350,8025,2024-01-05,67
7372,488,6384,2024-01-31,195
7373,548,2080,2024-04-30,101
7374,891,2424,2024-08-05,61
7375,688,3254,2024-01-31,80
7376,388,9855,2024-03-26,90
7377,419,5899,2024-02-24,61
7378,724,8858,2024-06-26,195
7379,477,7367,2024-03-02,169
7380,364,9670,2024-01-26,66
7381,498,123,2024-03-10,48
7382,435,8002,2024-08-25,98
7383,639,6711,2024-01-09,52
7384,31,7705,2024-04-03,145
7385,595,883,2024-09-13,149
7386,379,5292,2024-06-10,22
7387,892,4719,2024-05-31,150
7388,818,4556,2024-05-22,17
7389,281,5044,2024-04-10,27
7390,118,6922,2024-06-02,16
7391,973,9799,2024-09-12,11
7392,90,3993,2024-04-11,128
7393,18,5862,2024-08-23,35
7394,40,6016,2024-05-13,41
7395,564,6144,2024-01-19,177
